age,bmi,km5_time_seconds,km10_time_seconds
55.0,21.3521862030029,1168.0,2496
57.0,20.7741470336914,1740.0,3660
26.0,23.3742389678955,NA,2920
43.0,23.066198348999,1147.0,NA
25.0,22.8059120178223,1680.0,NA
56.0,26.5050506591797,NA,2889
32.0,29.1621971130371,1380.0,3248
42.0,17.872486114502,NA,2412
48.0,20.2515239715576,1560.0,NA
45.0,21.6407279968262,1142.0,2519
34.0,25.7942733764648,1487.0,NA
23.0,23.5923233032227,992.0,2142
53.0,22.6817073822021,NA,2482
38.0,23.7476806640625,1609.0,3362
45.0,23.218957901001,1175.0,NA
67.0,25.0216045379639,1375.0,NA
40.0,23.6100902557373,1036.0,2157
43.0,33.670036315918,1800.0,NA
59.0,23.2419147491455,1390.0,NA
43.0,25.4359169006348,1623.0,NA
43.0,23.0834426879883,1723.0,4323
24.0,21.9885921478271,NA,3202
31.0,25.953987121582,1455.0,NA
25.0,28.7598209381104,1320.0,3720
48.0,21.8716468811035,1281.0,2904
57.0,27.3569030761719,1620.0,3540
46.0,25.0505046844482,1485.0,NA
37.0,19.9216403961182,1762.0,4225
55.0,21.3068180084229,1323.0,NA
28.0,22.7064037322998,1860.0,3300
32.0,20.3119964599609,NA,3300
26.0,25.3777465820312,1398.0,2833
32.0,21.484375,1984.0,3937
40.0,27.1515140533447,1546.0,NA
36.0,23.677225112915,1279.0,2789
49.0,36.4606094360352,2055.0,NA
38.0,20.6308269500732,1209.0,2591
40.0,17.2135543823242,1382.0,NA
49.0,23.6606063842773,NA,2581
27.0,34.3701667785645,1788.0,NA
32.0,24.1398181915283,NA,4402
38.0,20.7792205810547,1540.0,NA
41.0,23.7926139831543,1160.0,NA
49.0,26.2740821838379,1235.0,NA
30.0,20.6307983398438,1410.0,NA
27.0,20.6562671661377,1169.0,NA
45.0,25.9685707092285,NA,3390
35.0,22.5394439697266,1502.0,NA
36.0,20.035062789917,1407.0,NA
37.0,18.2463703155518,1104.0,2267
21.0,19.476655960083,1079.0,NA
45.0,30.70676612854,1770.0,NA
39.0,24.4410057067871,NA,2642
44.0,22.9047832489014,1664.0,3537
55.0,24.1301918029785,1290.0,NA
39.0,30.4903373718262,1986.0,4083
66.0,23.2938823699951,2045.0,NA
26.0,24.4897956848145,NA,3525
33.0,22.8675670623779,1423.0,NA
58.0,21.3521862030029,NA,2144
31.0,22.0195026397705,1620.0,NA
31.0,26.9360256195068,NA,2780
46.0,21.0437717437744,NA,2396
32.0,25.0438270568848,1657.0,3420
35.0,20.5856952667236,1455.0,NA
28.0,22.3576831817627,1144.0,NA
33.0,19.4414653778076,930.0,NA
48.0,26.109167098999,1862.0,NA
42.0,29.0909099578857,NA,2674
49.0,24.4897956848145,NA,3180
25.0,23.0661659240723,1778.0,NA
31.0,22.2634506225586,1108.0,NA
40.0,25.2475166320801,NA,2795
25.0,23.1481494903564,1049.0,2159
36.0,20.035062789917,1591.0,NA
67.0,28.0583629608154,NA,4500
33.0,21.6407279968262,1333.0,NA
36.0,27.4857387542725,1680.0,3300
41.0,23.6150550842285,NA,3983
42.0,24.0445251464844,NA,2885
51.0,32.3614845275879,2088.0,NA
34.0,21.9666042327881,NA,2914
41.0,23.2727279663086,1380.0,2820
38.0,24.8236846923828,1789.0,3558
52.0,23.6537818908691,1310.0,2626
29.0,24.8579540252686,1594.0,3720
50.0,22.5182952880859,1218.0,NA
26.0,22.0195026397705,1169.0,2440
25.0,21.5213356018066,1109.0,NA
34.0,25.7457370758057,1210.0,NA
39.0,22.3620853424072,NA,2346
32.0,31.4564304351807,2244.0,3913
34.0,24.14772605896,2010.0,3750
45.0,20.3268928527832,1495.0,NA
45.0,21.9797973632812,1130.0,NA
25.0,22.0195026397705,1312.0,NA
26.0,22.9134426116943,1440.0,NA
49.0,19.5341854095459,1350.0,NA
32.0,24.0989780426025,1848.0,3957
22.0,22.3776226043701,1947.0,4020
25.0,20.202018737793,1226.0,NA
70.0,24.301830291748,1591.0,NA
33.0,20.2515239715576,1490.0,NA
26.0,23.749605178833,1869.0,NA
31.0,21.5476551055908,1065.0,NA
38.0,22.5394439697266,1590.0,NA
32.0,23.1481494903564,1260.0,NA
31.0,21.0437717437744,1157.0,2399
36.0,25.2525272369385,NA,3012
33.0,22.7215442657471,NA,3267
31.0,29.0404071807861,1410.0,3060
42.0,30.1010093688965,1768.0,3853
31.0,23.0403213500977,1590.0,NA
35.0,18.8497219085693,NA,2400
35.0,23.4917678833008,1160.0,2522
21.0,26.7161407470703,1113.0,NA
45.0,27.5420742034912,1530.0,3120
36.0,25.533109664917,1363.0,NA
40.0,27.4582576751709,1250.0,NA
26.0,22.5497150421143,1227.0,NA
33.0,25.2477855682373,1299.0,2804
33.0,23.4917678833008,1360.0,NA
35.0,22.7036247253418,1450.0,NA
41.0,24.2704830169678,1134.0,2360
31.0,27.5993213653564,1355.0,NA
29.0,23.9701690673828,1740.0,NA
35.0,22.6817073822021,NA,3562
47.0,23.2006683349609,1180.0,NA
35.0,25.2319107055664,1250.0,2862
20.0,23.6496086120605,1875.0,3691
34.0,21.5169448852539,1879.0,4310
53.0,22.8282833099365,1815.0,NA
37.0,23.677225112915,1025.0,NA
38.0,19.2400169372559,NA,2850
49.0,23.3742389678955,NA,3326
31.0,23.0055656433105,1229.0,NA
23.0,21.5169448852539,1171.0,NA
35.0,19.6408538818359,NA,2716
34.0,20.8926372528076,1253.0,NA
32.0,21.8716468811035,NA,3000
46.0,25.2121200561523,NA,2820
27.0,21.0615863800049,1102.0,NA
57.0,35.3649864196777,2700.0,NA
35.0,24.8579540252686,1053.0,2210
24.0,21.745231628418,NA,2417
35.0,24.4897956848145,1440.0,NA
50.0,25.7457370758057,1647.0,3298
43.0,20.6307983398438,1141.0,2340
37.0,25.0438270568848,1303.0,NA
34.0,23.677225112915,NA,3592
30.0,26.7161407470703,1234.0,NA
44.0,22.1496620178223,1350.0,2700
25.0,24.7028350830078,1500.0,NA
51.0,23.849609375,1240.0,NA
37.0,23.0055656433105,1077.0,NA
53.0,22.133243560791,1529.0,NA
46.0,23.7476806640625,1258.0,NA
29.0,29.6846008300781,1414.0,3102
54.0,29.2630443572998,1680.0,NA
42.0,26.7466468811035,1505.0,NA
42.0,26.7466468811035,1505.0,NA
36.0,21.0724010467529,1530.0,3227
20.0,19.6209259033203,1170.0,NA
31.0,23.9701690673828,1740.0,4200
24.0,22.9047832489014,1680.0,NA
45.0,25.2121200561523,NA,3040
29.0,23.4604110717773,1440.0,2967
63.0,21.0368156433105,NA,4140
57.0,24.4410057067871,1200.0,2700
36.0,20.9193706512451,934.0,NA
48.0,25.2477855682373,1220.0,2441
24.0,21.0615863800049,1080.0,NA
45.0,24.5510673522949,NA,2497
28.0,20.8698558807373,NA,2989
28.0,21.3333339691162,NA,2403
49.0,22.3776226043701,NA,2588
16.0,19.1355285644531,1110.0,2365
31.0,19.2980804443359,1135.0,2382
56.0,23.5244693756104,NA,2548
42.0,23.3747253417969,1370.0,3082
35.0,20.6562671661377,NA,2834
39.0,22.3576831817627,1143.0,NA
38.0,23.1481494903564,NA,2474
67.0,23.218957901001,1262.0,NA
43.0,25.9219512939453,1260.0,2610
29.0,20.3423118591309,881.0,1975
33.0,26.2983665466309,1604.0,4200
64.0,24.2214527130127,1300.0,NA
37.0,22.5602970123291,1350.0,NA
44.0,24.2090320587158,NA,2348
33.0,21.5169448852539,1188.0,NA
27.0,21.3068180084229,1721.0,NA
27.0,19.4414653778076,NA,1993
25.0,30.9844017028809,2537.0,NA
35.0,20.7375621795654,NA,2781
45.0,33.3673400878906,2146.0,4646
40.0,17.8465213775635,NA,2620
38.0,25.2475166320801,NA,2430
28.0,22.6817073822021,1176.0,NA
42.0,24.615385055542,1622.0,NA
60.0,28.0583629608154,1930.0,4150
29.0,23.845006942749,1565.0,NA
36.0,26.2345695495605,1264.0,NA
36.0,21.5169448852539,NA,2340
27.0,22.19460105896,NA,3150
35.0,19.279182434082,1183.0,NA
29.0,22.7036247253418,1403.0,NA
40.0,23.6716194152832,1256.0,NA
27.0,20.3689785003662,1380.0,NA
34.0,24.5654125213623,1290.0,NA
35.0,26.5088748931885,1439.0,NA
35.0,23.3742389678955,NA,3660
22.0,21.8716468811035,NA,2628
29.0,21.3858814239502,1660.0,3580
24.0,25.2475166320801,2115.0,NA
53.0,24.8579540252686,NA,2818
38.0,22.7218933105469,1405.0,2752
53.0,23.3717136383057,1240.0,NA
52.0,21.0368156433105,1370.0,NA
36.0,22.1496620178223,1275.0,NA
44.0,23.4917678833008,NA,2410
30.0,21.3792457580566,1267.0,NA
45.0,21.3858814239502,1025.0,NA
34.0,22.5182952880859,988.0,NA
35.0,22.57785987854,1069.0,NA
24.0,24.5700244903564,NA,2795
55.0,23.5244693756104,1332.0,NA
33.0,22.2634506225586,1472.0,NA
29.0,23.4736156463623,987.0,2083
39.0,21.3729114532471,NA,1981
27.0,22.0385684967041,1275.0,NA
46.0,20.4190330505371,1287.0,NA
35.0,19.9677238464355,NA,2744
34.0,21.8716468811035,NA,2640
16.0,18.3307552337646,945.0,2040
24.0,25.2525272369385,1053.0,NA
38.0,24.670431137085,1590.0,NA
38.0,27.4115905761719,1320.0,NA
32.0,24.5955924987793,NA,2530
47.0,25.8981323242188,1248.0,NA
32.0,25.8121376037598,1248.0,NA
43.0,23.7547073364258,1749.0,3334
31.0,25.7593650817871,1198.0,NA
40.0,22.2634506225586,912.0,NA
32.0,23.4917678833008,1205.0,NA
45.0,24.301830291748,1367.0,2815
46.0,21.2330913543701,1860.0,4283
44.0,22.794900894165,1423.0,2959
44.0,23.5923233032227,1196.0,NA
28.0,25.8981323242188,1350.0,NA
58.0,24.1559886932373,1226.0,2524
28.0,24.9748363494873,1144.0,NA
60.0,19.53125,1665.0,3550
33.0,23.0823860168457,1393.0,3173
27.0,23.8157939910889,1387.0,NA
40.0,22.7272720336914,1138.0,NA
38.0,24.0445251464844,NA,2857
50.0,22.9631958007812,1346.0,3009
56.0,25.4797077178955,1230.0,NA
38.0,19.4872760772705,1501.0,3235
30.0,21.745231628418,NA,2207
40.0,19.7955894470215,NA,2805
26.0,23.218957901001,1011.0,NA
29.0,22.0373210906982,989.0,NA
39.0,22.0385684967041,NA,3686
46.0,32.0715103149414,2469.0,NA
36.0,23.0057334899902,1065.0,NA
25.0,21.9138050079346,1020.0,NA
26.0,21.0724010467529,1320.0,NA
37.0,29.4612808227539,NA,2659
35.0,24.0445251464844,NA,2249
27.0,25.7936820983887,1206.0,NA
49.0,20.5226860046387,1285.0,NA
52.0,23.0834426879883,1240.0,NA
49.0,23.2727279663086,NA,3405
29.0,24.2214527130127,NA,2570
38.0,22.2634506225586,NA,2280
43.0,24.5700244903564,NA,2562
26.0,24.5510673522949,1160.0,2468
22.0,21.745231628418,1220.0,NA
37.0,25.820333480835,1370.5,2850
28.0,18.8210220336914,1297.0,NA
28.0,22.2055263519287,1800.0,NA
34.0,26.655445098877,1470.0,3180
25.0,20.4711761474609,852.0,NA
31.0,21.0368156433105,1223.0,NA
32.0,22.9134426116943,NA,2066
35.0,26.6902332305908,1297.0,NA
53.0,29.0972003936768,1547.0,3191
31.0,21.0724010467529,1282.0,NA
34.0,28.3107891082764,2193.0,NA
64.0,23.3742389678955,1790.0,NA
38.0,28.113748550415,NA,2860
46.0,27.03786277771,1426.0,3026
28.0,22.3776226043701,1146.0,NA
35.0,24.9684562683105,NA,2646
19.0,20.7792205810547,1423.0,2930
34.0,22.1088695526123,1133.5,2830
66.0,20.7631893157959,1446.0,NA
34.0,21.7046508789062,1360.0,NA
28.0,21.6407279968262,NA,1860
33.0,23.9368705749512,NA,1920
38.0,23.7046775817871,1439.0,NA
30.0,28.8543033599854,NA,3604
38.0,33.3806800842285,2167.0,4507
38.0,30.70676612854,NA,3370
42.0,25.953987121582,NA,2296
36.0,23.5923233032227,1053.0,NA
34.0,24.9596538543701,NA,2542
35.0,24.6258563995361,1806.0,3450
30.0,19.7011451721191,1278.0,2664
38.0,23.9191932678223,1194.0,NA
38.0,23.905969619751,1287.0,2737
23.0,15.4283857345581,1009.0,NA
49.0,23.849609375,1194.0,NA
34.0,20.3200740814209,969.0,NA
29.0,25.7457370758057,2025.0,NA
29.0,23.2383003234863,1361.0,2836
31.0,25.1631832122803,1943.0,NA
29.0,20.4190330505371,1320.0,NA
30.0,23.4917678833008,NA,3259
16.0,22.2634506225586,NA,2459
48.0,27.4938735961914,1318.0,NA
23.0,17.7299613952637,982.0,NA
43.0,24.3044013977051,1123.0,NA
36.0,32.0593681335449,2010.0,NA
34.0,23.2491683959961,1178.0,NA
30.0,22.57785987854,NA,1992
26.0,23.849609375,1010.0,2150
43.0,24.2882499694824,1097.0,2313
39.0,26.7320137023926,1678.0,NA
31.0,26.5088748931885,NA,2955
28.0,23.0834426879883,1324.0,NA
38.0,28.3107891082764,1620.0,3420
26.0,22.037281036377,NA,2730
31.0,23.4917678833008,NA,3240
26.0,21.3521862030029,1112.0,NA
26.0,22.2414264678955,1100.0,NA
67.0,22.5063571929932,NA,3242
31.0,22.6817073822021,NA,2406
53.0,25.820333480835,NA,3750
46.0,19.6408538818359,1013.0,NA
48.0,20.2020206451416,NA,2078
31.0,25.7457370758057,NA,3030
22.0,24.1874504089355,1478.0,NA
18.0,23.3717136383057,NA,3270
41.0,24.0387802124023,1260.0,2760
32.0,25.8981323242188,1284.0,NA
45.0,26.655445098877,NA,3240
33.0,20.9276447296143,1019.0,2087
34.0,19.4414653778076,1080.0,NA
54.0,22.3340663909912,NA,2895
43.0,23.0834426879883,1229.0,2646
30.0,24.4432487487793,1737.0,NA
42.0,28.2599143981934,1590.0,NA
30.0,21.537691116333,1459.0,NA
52.0,24.7878665924072,1980.0,NA
29.0,31.14186668396,1395.0,NA
37.0,24.2214527130127,1036.0,NA
35.0,23.1481494903564,1261.0,2820
27.0,24.301830291748,1335.0,NA
44.0,18.8735408782959,NA,2261
29.0,22.2634506225586,1057.0,NA
33.0,24.2090320587158,1025.0,NA
41.0,18.9196872711182,1390.0,NA
34.0,23.0403213500977,NA,2494
23.0,24.5700244903564,1070.0,NA
30.0,21.2556381225586,1230.0,NA
58.0,21.0437717437744,1090.0,NA
38.0,27.8660984039307,NA,3320
31.0,23.0057334899902,1207.0,NA
32.0,20.0371055603027,NA,2157
42.0,24.6258563995361,1145.0,NA
50.0,25.9685707092285,1349.0,2888
37.0,20.6220989227295,1121.0,2288
28.0,29.296875,1951.0,NA
50.0,24.9589729309082,NA,2661
43.0,23.677225112915,NA,2820
37.0,22.1496620178223,1027.0,NA
26.0,42.4242401123047,2103.0,NA
45.0,22.2453460693359,1312.0,NA
40.0,31.0183773040771,1677.0,NA
35.0,24.526159286499,1260.0,2460
39.0,23.6150550842285,1535.0,3183
46.0,30.2970199584961,NA,2700
41.0,23.2938823699951,950.0,NA
44.0,23.8751163482666,1454.0,2654
18.0,18.2875862121582,1140.0,3000
21.0,21.2497501373291,1152.0,NA
42.0,18.4020118713379,NA,2005
28.0,23.5690250396729,NA,5640
35.0,25.2477855682373,NA,2835
34.0,24.8484859466553,1892.0,3960
45.0,22.6817073822021,1916.0,NA
23.0,26.8278102874756,1627.0,NA
26.0,24.5510673522949,1313.0,2710
22.0,25.6803302764893,NA,3308
36.0,28.0583629608154,1470.0,NA
47.0,29.8836097717285,1830.0,3630
33.0,23.4917678833008,NA,2290
38.0,28.8543033599854,1494.0,3284
34.0,27.4971961975098,1680.0,NA
40.0,27.4582576751709,1625.0,NA
37.0,28.1903343200684,NA,3760
22.0,24.0989780426025,1073.0,2280
35.0,28.4444446563721,1408.0,NA
30.0,23.9191932678223,1165.0,NA
33.0,20.8995742797852,1246.0,2487
48.0,20.7545127868652,1155.0,NA
19.0,23.1204776763916,1086.0,NA
41.0,28.3403778076172,1860.0,NA
32.0,19.3793811798096,1110.0,NA
35.0,22.9134426116943,1080.0,NA
29.0,22.3122386932373,1429.0,3330
27.0,20.202018737793,NA,3130
40.0,20.0548686981201,NA,2970
60.0,24.175271987915,NA,3550
29.0,27.4961338043213,NA,3540
42.0,21.9885921478271,1535.0,3256
34.0,25.2525272369385,NA,2140
33.0,23.1481494903564,1079.0,NA
31.0,22.3122386932373,1156.0,NA
54.0,26.7379665374756,1323.0,NA
36.0,21.3858814239502,1620.0,NA
35.0,29.2177982330322,NA,3537
26.0,21.4646472930908,NA,2324
35.0,22.9134426116943,1260.0,NA
27.0,25.0438270568848,1648.0,NA
41.0,23.677225112915,NA,2376
22.0,21.9885921478271,1564.0,3154
49.0,23.4508361816406,NA,2555
33.0,25.1651439666748,1557.0,NA
23.0,20.5856952667236,950.0,2167
26.0,25.5979290008545,1510.0,NA
37.0,20.5575752258301,NA,2048
28.0,22.3776226043701,1350.0,NA
23.0,20.8116550445557,1326.0,NA
26.0,24.0989780426025,1622.0,NA
56.0,27.9544010162354,1698.0,NA
31.0,23.7926139831543,2309.0,NA
36.0,27.9035243988037,1397.0,3075
46.0,29.8836097717285,NA,3441
27.0,24.5429515838623,2017.0,NA
23.0,22.3776226043701,1330.0,NA
41.0,25.9688739776611,1523.0,NA
43.0,23.1539878845215,1265.0,NA
34.0,29.2630443572998,NA,4562
26.0,29.6846008300781,1530.0,NA
28.0,20.4466800689697,NA,1935
37.0,20.1980133056641,997.0,NA
23.0,24.3787326812744,1380.0,3120
36.0,22.1661071777344,1071.0,NA
39.0,21.9138050079346,NA,2630
55.0,22.5182952880859,NA,2585
31.0,25.7116622924805,1675.0,3455
27.0,23.9234466552734,NA,2765
32.0,18.3995456695557,1003.0,2160
47.0,25.6630573272705,1888.0,NA
61.0,25.2047882080078,NA,3066
27.0,20.0617294311523,NA,2578
36.0,26.4192943572998,NA,3045
37.0,22.9047832489014,1172.0,NA
47.0,28.1329460144043,NA,2970
46.0,22.0170440673828,1560.0,NA
36.0,22.0195026397705,1429.0,NA
33.0,18.0339393615723,1120.0,NA
34.0,22.3776226043701,NA,3240
38.0,33.7357940673828,1554.0,NA
28.0,23.2938823699951,930.0,2070
24.0,22.3776226043701,NA,3017
56.0,23.0141410827637,1155.0,NA
25.0,23.0834426879883,NA,2515
28.0,24.6258563995361,1291.0,NA
50.0,24.4410057067871,1189.0,NA
55.0,20.2515239715576,1054.0,NA
33.0,25.9688739776611,1411.0,NA
27.0,27.5420742034912,NA,3691
30.0,23.7476806640625,1320.0,2880
50.0,24.526159286499,1190.0,2610
34.0,31.2721424102783,2520.0,NA
37.0,28.0583629608154,1621.0,NA
33.0,23.3717136383057,1500.0,NA
36.0,24.5654125213623,1068.0,2247
47.0,24.5700244903564,1139.0,NA
32.0,24.7028350830078,1102.0,2226
32.0,21.3707332611084,1286.0,NA
23.0,23.1204776763916,1201.0,NA
44.0,37.0648651123047,2014.0,NA
39.0,21.8612155914307,1347.0,NA
50.0,25.0885982513428,1638.0,NA
24.0,21.3068180084229,1268.0,NA
32.0,22.3776226043701,NA,2634
29.0,20.0371055603027,993.0,2150
38.0,29.2184066772461,NA,2646
39.0,24.3787326812744,1184.0,2533
30.0,18.9196872711182,1565.0,3420
41.0,22.1496620178223,1030.0,NA
17.0,19.200267791748,1275.0,NA
36.0,23.804801940918,1313.0,NA
22.0,21.3333339691162,863.0,NA
35.0,23.2323226928711,1800.0,NA
47.0,35.460521697998,NA,3241
32.0,35.0729522705078,1684.0,3720
32.0,19.1554832458496,1542.0,2820
40.0,23.8830413818359,1215.0,NA
50.0,23.0057334899902,NA,2358
36.0,19.5918369293213,NA,2400
64.0,24.3787326812744,NA,2728
62.0,23.5825710296631,1500.0,NA
41.0,26.7490062713623,1285.0,NA
31.0,18.6993923187256,1386.0,2881
28.0,22.2634506225586,1058.0,2301
27.0,21.5213356018066,970.0,NA
29.0,23.8209743499756,1130.0,NA
33.0,21.0724010467529,1078.0,NA
51.0,31.8450794219971,1489.0,NA
25.0,22.6262626647949,NA,2641
40.0,21.0724010467529,1400.0,NA
30.0,20.4190330505371,NA,2500
39.0,22.7087211608887,NA,2627
44.0,26.0942783355713,1364.5,NA
33.0,26.7379665374756,1338.0,2913
33.0,21.5213356018066,1680.0,3420
29.0,24.2090320587158,NA,2896
18.0,21.0747489929199,1110.0,2580
58.0,25.1651439666748,1207.0,NA
40.0,23.0055656433105,1059.0,NA
37.0,19.552806854248,NA,2408
48.0,19.1761360168457,1240.0,2635
34.0,22.9134426116943,NA,4044
52.0,18.9554271697998,1741.0,NA
30.0,25.1118907928467,1107.0,NA
25.0,23.1539878845215,1120.0,2290
62.0,24.431360244751,2280.0,NA
18.0,20.8161602020264,1141.0,NA
33.0,20.484130859375,NA,2720
44.0,26.7379665374756,NA,3720
38.0,28.3107891082764,1402.0,2790
32.0,23.2383003234863,1630.0,NA
33.0,23.2006683349609,NA,2157
53.0,25.6771793365479,1307.0,NA
48.0,24.5028400421143,1380.0,NA
45.0,21.5213356018066,NA,2301
38.0,22.1496620178223,1124.0,NA
41.0,25.3777465820312,2172.0,3336
24.0,25.2477855682373,1223.0,NA
29.0,21.6221160888672,1684.0,NA
31.0,22.7912425994873,1035.0,NA
42.0,31.7221832275391,1990.0,NA
47.0,23.7093181610107,1318.0,NA
40.0,25.5102996826172,NA,3300
34.0,19.8583183288574,1402.0,NA
30.0,25.3803329467773,1396.0,3150
34.0,22.4551753997803,NA,2101
35.0,18.9349117279053,1350.0,2845
36.0,23.8157939910889,1667.0,3915
42.0,19.476655960083,NA,3240
42.0,27.4961338043213,1546.0,NA
37.0,22.9047832489014,1400.0,3010
31.0,22.4768524169922,NA,2872
25.0,23.3742389678955,1100.0,NA
30.0,23.8830413818359,1180.0,NA
32.0,17.7556800842285,1154.0,NA
28.0,22.0347537994385,NA,3210
45.0,22.1496620178223,1120.0,NA
43.0,29.1764526367188,NA,3325
35.0,25.5979290008545,1518.0,3565
43.0,21.0724010467529,1658.0,3482
27.0,21.207914352417,1110.0,NA
35.0,25.6533584594727,1477.0,3260
48.0,26.7320137023926,1390.0,3107
46.0,24.9684562683105,1320.0,NA
67.0,21.5476226806641,1690.0,3492
27.0,24.6258563995361,NA,4080
43.0,19.6209259033203,1163.0,NA
51.0,21.745231628418,1113.0,NA
45.0,23.804801940918,NA,2582
51.0,18.9554271697998,1500.0,3085
38.0,21.8359222412109,1014.0,NA
51.0,23.4508361816406,NA,2490
34.0,23.0055656433105,1048.0,NA
29.0,27.548210144043,1935.0,NA
31.0,22.5182952880859,1087.0,2422
43.0,26.7379665374756,1086.0,NA
28.0,23.9899005889893,NA,2400
50.0,23.849609375,1440.0,3480
51.0,26.7320137023926,1620.0,3285
38.0,17.1326122283936,1421.0,NA
29.0,21.4388771057129,1423.0,2949
34.0,28.4444446563721,1500.0,3000
62.0,23.7046775817871,1210.0,2515
34.0,24.4410057067871,1020.0,NA
30.0,21.5213356018066,1808.0,NA
53.0,22.3063983917236,1143.0,2496
36.0,21.8716468811035,1800.0,NA
61.0,30.1627407073975,NA,4020
33.0,22.0859508514404,1338.0,2960
40.0,26.5088748931885,1195.0,2660
20.0,20.035062789917,1201.0,2640
49.0,24.0445251464844,1290.0,2907
47.0,21.8359222412109,NA,2450
24.0,19.502986907959,1626.0,3972
43.0,23.1481494903564,1050.0,NA
38.0,19.0438404083252,NA,2590
29.0,21.7049369812012,NA,3305
27.0,22.8059120178223,1980.0,NA
16.0,18.3307552337646,1146.0,NA
42.0,25.8981323242188,1470.0,NA
37.0,24.9719429016113,1218.0,NA
41.0,31.4564304351807,1500.0,NA
37.0,22.19460105896,1467.0,NA
33.0,25.9685707092285,1230.0,NA
19.0,19.6408538818359,969.0,NA
26.0,25.0438270568848,1100.0,NA
38.0,24.4410057067871,2180.0,NA
36.0,21.0615863800049,NA,2315
70.0,26.4234027862549,NA,3480
47.0,22.1661071777344,1221.0,NA
33.0,24.526159286499,1092.0,2653
50.0,25.9740257263184,1260.0,2580
51.0,22.5394439697266,1732.0,NA
45.0,22.7606868743896,1042.0,2177
41.0,25.1651439666748,1673.0,3198
47.0,18.3238258361816,1427.0,NA
28.0,18.7552967071533,1005.0,NA
35.0,23.6496086120605,1342.0,2815
33.0,26.5695476531982,NA,3636
19.0,21.2497501373291,1074.0,NA
33.0,22.0466156005859,1122.0,NA
41.0,23.16774559021,1596.0,3447
34.0,22.19460105896,1653.0,3439
46.0,23.1204776763916,1556.0,NA
42.0,20.4190330505371,1520.0,NA
31.0,19.9729709625244,1451.0,NA
35.0,22.6506309509277,1217.0,NA
48.0,20.4190330505371,1237.0,NA
42.0,22.0336589813232,1251.0,NA
28.0,22.57785987854,1730.0,3240
37.0,22.5497589111328,1879.0,4050
36.0,24.7371654510498,1716.0,NA
43.0,24.5510673522949,1110.0,2350
56.0,24.4897956848145,NA,3330
31.0,21.3068180084229,1234.0,NA
60.0,27.5558624267578,NA,3600
35.0,22.19460105896,1336.0,NA
37.0,23.9191932678223,NA,3128
40.0,23.849609375,NA,2355
43.0,20.2938194274902,1514.0,2878
25.0,24.0445251464844,935.0,NA
35.0,23.6496086120605,1483.0,NA
45.0,21.3243560791016,1187.0,2520
36.0,23.4508361816406,1082.0,NA
52.0,26.4234027862549,1547.0,NA
30.0,21.3068180084229,NA,2972
20.0,20.7792205810547,936.0,1947
46.0,26.7323513031006,1180.0,NA
27.0,21.0437717437744,1025.0,2118
27.0,20.9193706512451,1010.0,NA
59.0,24.1929512023926,1410.0,NA
30.0,32.0560989379883,2230.0,4561
46.0,20.3119964599609,1415.0,NA
30.0,21.3068180084229,1364.0,2935
43.0,22.5063571929932,1208.0,NA
47.0,25.0438270568848,1454.0,4080
28.0,24.0445251464844,1271.0,NA
48.0,26.6335220336914,NA,3404
43.0,23.3060932159424,1307.0,2920
44.0,25.2047882080078,1364.0,2874
40.0,21.3858814239502,1630.0,NA
27.0,22.607931137085,1170.0,NA
26.0,24.6933002471924,1785.0,3900
30.0,22.4466896057129,NA,2560
36.0,25.8981323242188,NA,2674
43.0,25.9740257263184,1440.0,NA
34.0,23.3742389678955,NA,2570
41.0,22.5825634002686,NA,2730
29.0,20.5226860046387,1220.0,NA
29.0,25.0438270568848,1684.0,NA
32.0,21.3858814239502,1697.0,NA
28.0,24.8316497802734,1064.0,2273
43.0,23.4350414276123,NA,2863
27.0,20.1562099456787,1335.0,NA
26.0,25.9219512939453,2130.0,NA
45.0,24.2720165252686,NA,2690
29.0,21.6619300842285,1044.0,2165
31.0,22.7606868743896,1200.0,2250
29.0,20.2515239715576,1175.0,NA
35.0,22.873363494873,1416.0,2990
47.0,23.749605178833,1644.0,3585
26.0,22.8940277099609,1532.0,NA
53.0,23.3742389678955,1318.0,NA
23.0,22.9134426116943,1228.0,NA
33.0,22.3576831817627,1122.0,2388
61.0,22.9134426116943,1375.0,2880
44.0,20.8698558807373,1462.0,NA
34.0,22.9277191162109,NA,3750
32.0,24.4897956848145,985.0,NA
37.0,24.3787326812744,1616.0,NA
42.0,24.1874504089355,1630.0,3442
38.0,20.8698558807373,1295.0,2698
31.0,28.2003726959229,1350.0,2770
25.0,26.7320137023926,1621.0,NA
24.0,22.1718311309814,2297.0,4926
31.0,21.8181819915771,1447.0,NA
34.0,21.745231628418,NA,2693
39.0,20.9034805297852,985.0,NA
44.0,25.1651439666748,1541.0,NA
26.0,23.1872062683105,1453.0,2776
16.0,20.8116550445557,1086.0,NA
34.0,23.0834426879883,1247.0,NA
39.0,35.7449722290039,1578.0,3578
65.0,22.3024196624756,1223.0,NA
30.0,21.757640838623,NA,3581
28.0,25.1825733184814,1144.0,2321
46.0,20.8698558807373,1440.0,NA
35.0,22.0195026397705,1590.0,NA
36.0,19.2949905395508,1352.0,NA
47.0,22.8434810638428,1200.0,NA
36.0,23.5923233032227,1440.0,3014
27.0,24.5423049926758,1420.0,2860
38.0,21.8716468811035,1753.0,NA
37.0,23.2712593078613,1267.0,NA
